id,tweet_original,sentimiento_real,pred_ml_tradicional,correcto_ml
196,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía jim carrey,NEUTRO,NEUTRO,True
197,comprende akira es como un perro que necesita espacio para correr o se comienza a angustiar apuntado para próximos exámenes una ceja alza mirándole de soslayo mientras esperaba en la barra por su batido ya te has calmado no esperaba verle tomando té ni nada en,NEUTRO,NEUTRO,True
198,y bueno después de mucho tiempo caí en cama muy dolorido pero pronta recuperación,NEGATIVO,NEGATIVO,True
199,tengo la extraña sensación de que estas dos semanas que he estado trabajando tantísimo con mi vida en stand by me ha distanciado de mi gente porque está todo el mundo como desaparecido,NEGATIVO,NEUTRO,False
200,q viernes tan sereno aburrido,NEUTRO,NEUTRO,True
201,estamos todos na torcida para o bin laden,POSITIVO,NEUTRO,False
202,una morra que nunca en su vida ha podido tener algo estable gracias a qué es bien culera de actitudes viene y me dice que estoy feo,NEUTRO,NEUTRO,True
203,que decirte así de la nada dueño de mi propio negocio legalmente inscripto un poco desilusionado siempre pensé que a esta altura iba estar siendo un capomafia pero no ando arreglando máquinas,NEGATIVO,NEGATIVO,True
204,entusiasta de la ia iluminación de los atardeceres,POSITIVO,POSITIVO,True
205,desde la semana que esperaba sentir movimientos de mi bebé y nada recién en la semana empecé a sentir hoy pisando las semanas pido que se calme un poquito es super inquieto pero en ciertos horarios,NEGATIVO,NEUTRO,False
206,este año voy a ser exitoso no importa cuántas noches sin dormir pase ni cuántas cosas deba sacrificar me lo prometo,POSITIVO,POSITIVO,True
207,asquerosamente pauteada la nota sobre milito en datasportsxtntsports hasta metieron a pellegrini y guardiola lo muestran como un técnico apetecido por varios equipos y un triunfador cuando se sabe que no le ha ganado a nadie periodistas come pan,POSITIVO,NEGATIVO,False
208,decir no es una habilidad valiosa que debemos aprender a veces decir no nos permite enfocarnos en lo que realmente importa autocuidado estabilidademocional,POSITIVO,NEGATIVO,False
209,ahora fuera de joda y ya que le interesa a todo el mundo muy contento y esperanzado con las palabras de don diego hernán gonzález digo martínez perdón la herida sigue abierta,POSITIVO,POSITIVO,True
210,estoy cansado aturdido estresado desorientado somnoliento deprimido desentendido sonámbula roto rotísimo adormecido,NEGATIVO,NEGATIVO,True
211,esta tarde en la zona travieso cano san bernardo predominaba el fachaleco el pelaso cayetano y los mocasines con pantalones tobilleros entre el piberio de a años y hasta aquí mi aportación a esta noche de botellón,POSITIVO,POSITIVO,True
212,no he descansado nads en esta semana,NEUTRO,NEUTRO,True
213,desconfío mucho de la gente que entrena mucho llena un vacío firma un gordo resentido,NEGATIVO,NEGATIVO,True
214,qué estúpido se puso a llorar,NEGATIVO,NEGATIVO,True
215,los reyes magos no me quieren traer el jaifon,POSITIVO,POSITIVO,True
216,el día que no cante mirror a todo pulmón o con sentimiento tengan asegurado que no soy yo,NEUTRO,NEUTRO,True
217,da igual cuantas veces la vea siempre me quedo asombrado con el arco de mortis y los dioses de la fuerza,POSITIVO,POSITIVO,True
218,admito que un momento muy veneco de mi parte aquí en usa fue cuando iba a cualquier lugar a comprar algo en efectivo y me dan vuelto en billetes de o de o en monedas pasaba al asombro,POSITIVO,POSITIVO,True
219,eh wey las direccionales no gastan gasolina,POSITIVO,NEGATIVO,False
220,no sé si estoy enojado triste o desilusionado ptm,NEGATIVO,NEGATIVO,True
221,wjiwjw hoy cuando fui a la librería para comprarme el libro le dije a lla señora que quería la novela gráfica de los ojos de plata xq estaba medio nervioso y pensé que no me iba a entender pero si lo agarro bien rápido y era muy tierna la quiero señora,NEUTRO,NEGATIVO,False
222,cuál es la diferencia entre la soledad y el destino me llamaste isla y quisiste habitarme hacer crecer mi piel sobre tu tierra deshacer mi invierno protegido y alumbrar el abandono elegido de la arena pudiste quedarte posar tu futuro sobre mis ruinas,NEUTRO,POSITIVO,False
223,todo fue tan espontáneo tan natural que a ninguno de los dos nos pareció nada raro que de pronto mi mano estuviera en su mano y que nos miráramos como dos tontos benedetti,POSITIVO,NEUTRO,False
224,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía jim carrey,NEUTRO,NEUTRO,True
225,que irascible está la gente y eso que es viernes,NEGATIVO,NEGATIVO,True
226,qué bonito mirar atrás y darte cuenta de cómo te has fortalecido como has sanado y como has reconocido que tu bienestar es prioridad gracias vida por mi historia mis aprendizajes y mi proceso gracias tiempo alas de águila,NEUTRO,NEUTRO,True
227,buen paso de casanova por el club en un momento fue el mejor central del campeonato pero su caída era para no creer ahora urge traer otro central ojalá mayo haya convencido al de huachipato o tenga a alguien,POSITIVO,POSITIVO,True
228,amo mi pinche celular pero ya me harto alch ya lo cambio ya me tiene harta fallando por todo y ni sirve la puta pantalla,NEGATIVO,POSITIVO,False
229,se fue a dormir temprano que porqué estaba cansado y se quedó en ig cómo hasta las am mi dormilón favorito,NEGATIVO,NEGATIVO,True
230,risilla deja salir restándole importancia a modo de ademán despreocupado tranquila no pasa nada con el afán de mermar el sobresalto llevo ido desde hace rato normal que no te viera venir no mentía las razones fueron las primeras mencionadas se muere de hambre y,POSITIVO,POSITIVO,True
231,mi corazón se volvió inquebrantable cuando el hombre de mi vida me lo rompió es más probable que una mala actitud me ocasione lástima y decepción que llanto,NEUTRO,POSITIVO,False
232,solo le gusta verme celoso eso es todo me devuelvo por donde vine,NEGATIVO,NEGATIVO,True
233,sra algo que decir sobre lo del padre de martin pradenas atento quedosra diputada,NEUTRO,NEUTRO,True
234,uno puede ser bastante tolerante con los demás condescendiente incluso cuando la tolerancia se termina y en su lugar se hace presente la firmeza los demás se victimizaran,POSITIVO,POSITIVO,True
235,será que todavía hay gente que va a cartagena y baru a que los atraquen no hay autoridad menos control ni protección al turista,NEUTRO,NEGATIVO,False
236,leyendo las tantas locuras sesgadas por el fanatismo dónde se le echa la culpa a henry blanco por haber perdido el juego de hoy dónde por lo general lara da hit y no dió el batazo oportuno y de igual manera el tiro malo del short a primera son hechas por jugador no por el mg,NEGATIVO,NEGATIVO,True
237,ya me dio hambre xd ptmre,NEGATIVO,NEUTRO,False
238,jihyuk sonrojado es tan lindo y le quiero tomar captura y no puedo malditaseaaaa,NEGATIVO,POSITIVO,False
239,la soledad es peligrosa es muy adictiva se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es es como si ya no quisieras tratar con las personas porque te agotan la energía jim carrey,NEUTRO,NEUTRO,True
240,si tocas un alma sé dulce sé suave y agradecido respeta el latido sonríe cualquiera no puede tocar,NEUTRO,NEUTRO,True
241,ni mi gisti diigi tirris ni isti il nivil dil cintiniri hirminis yiipin ni pisi nidi riil rimiri is pivi istin hiciindi in pipilin firriri rininci se olvidaron que somos un club de fútbol creen que la u es su tono su juerguista de los fines de semana chibolos cojudos,POSITIVO,POSITIVO,True
242,mañana viajo muy lejos solo por primera vez estoy demasiado nervioso preocupado todo,NEGATIVO,NEGATIVO,True
243,el recontracoñisimo de su madre van veces que se va la energía eléctrica hoy cortoelec de mierda,POSITIVO,NEGATIVO,False
244,estoy segurisima que en algún momento todo deja de doler por ahora no pero en algún momento seguro que si,NEUTRO,POSITIVO,False
245,para las compras puedo ser tan compulsivo como mi madre o tan codo como mi padre,NEGATIVO,NEUTRO,False
246,nuevamente anhelo casarme algún día con ese especial murmura juntando ambas manos en esperanzado desear,POSITIVO,POSITIVO,True
247,tirao pa atrás sin preocupaciones de na viviendo la vida relajao hermano,NEUTRO,NEUTRO,True
248,con un vasito en la mano y el cuerpo siento cansado fumando voy relajado,NEUTRO,NEUTRO,True
249,se habla de racismo pero no de transfobia el doble rasero para medir el valor de nuestra gente atónito estoy,POSITIVO,POSITIVO,True
250,una que me mande tweets,NEUTRO,NEUTRO,True
